image_id,label
train-cgm-539.jpg,2
train-cbsd-634.jpg,1
train-healthy-311.jpg,4
train-cbsd-1081.jpg,1
train-cmd-2407.jpg,3
train-cmd-1980.jpg,3
train-cbsd-260.jpg,1
train-healthy-302.jpg,4
train-cgm-105.jpg,2
train-cbb-460.jpg,0
train-cmd-1102.jpg,3
train-cgm-484.jpg,2
train-cgm-446.jpg,2
train-cbsd-390.jpg,1
train-cbb-293.jpg,0
train-cbsd-161.jpg,1
train-cgm-598.jpg,2
train-cbsd-153.jpg,1
train-cbb-445.jpg,0
train-cbb-243.jpg,0
train-cmd-578.jpg,3
train-cbsd-1015.jpg,1
train-cmd-2270.jpg,3
train-cbsd-1299.jpg,1
train-healthy-168.jpg,4
train-cmd-1702.jpg,3
train-cmd-323.jpg,3
train-cbsd-480.jpg,1
train-cmd-994.jpg,3
train-cmd-73.jpg,3
train-cmd-2453.jpg,3
train-cmd-1183.jpg,3
train-cmd-1170.jpg,3
train-cmd-817.jpg,3
train-cbsd-1035.jpg,1
train-cmd-1913.jpg,3
train-cbb-239.jpg,0
train-cmd-1687.jpg,3
train-healthy-11.jpg,4
train-cmd-177.jpg,3
train-cgm-335.jpg,2
train-cmd-2069.jpg,3
train-cmd-134.jpg,3
train-cmd-2286.jpg,3
train-cmd-1854.jpg,3
train-cmd-1394.jpg,3
train-cmd-2023.jpg,3
train-cbsd-541.jpg,1
train-cmd-2182.jpg,3
train-cbsd-1307.jpg,1
train-healthy-156.jpg,4
train-cbsd-446.jpg,1
train-cmd-1304.jpg,3
train-cmd-1559.jpg,3
train-cmd-2519.jpg,3
train-cmd-2479.jpg,3
train-cbsd-1012.jpg,1
train-cbsd-962.jpg,1
train-cgm-678.jpg,2
train-cbsd-836.jpg,1
train-cmd-556.jpg,3
train-cgm-738.jpg,2
train-cbsd-1308.jpg,1
train-cgm-595.jpg,2
train-cbsd-770.jpg,1
train-cmd-306.jpg,3
train-cmd-1432.jpg,3
train-cbsd-40.jpg,1
train-cbb-195.jpg,0
train-cbsd-540.jpg,1
train-cgm-501.jpg,2
train-cgm-588.jpg,2
train-cbsd-565.jpg,1
train-cmd-2026.jpg,3
train-cbsd-318.jpg,1
train-cbsd-779.jpg,1
train-cgm-44.jpg,2
train-cmd-2227.jpg,3
train-cmd-918.jpg,3
train-healthy-95.jpg,4
train-cmd-2177.jpg,3
train-cmd-2589.jpg,3
train-cmd-474.jpg,3
train-cbsd-893.jpg,1
train-cmd-1982.jpg,3
train-cbsd-1087.jpg,1
train-cgm-132.jpg,2
train-cgm-230.jpg,2
train-cmd-1891.jpg,3
train-cmd-2094.jpg,3
train-cmd-1570.jpg,3
train-cbsd-246.jpg,1
train-cbsd-201.jpg,1
train-healthy-291.jpg,4
train-cbsd-1303.jpg,1
train-cmd-463.jpg,3
train-cgm-91.jpg,2
train-cmd-939.jpg,3
train-cbb-194.jpg,0
train-cbsd-1056.jpg,1
train-cmd-1209.jpg,3
train-cmd-1265.jpg,3
train-healthy-264.jpg,4
train-cbb-3.jpg,0
train-cgm-328.jpg,2
train-cmd-1932.jpg,3
train-healthy-272.jpg,4
train-cmd-2596.jpg,3
train-cgm-327.jpg,2
train-cmd-397.jpg,3
train-cgm-297.jpg,2
train-cbb-271.jpg,0
train-cbsd-1118.jpg,1
